id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
broccoli,Broccoli,Brassica oleracea var. italica,,edible_starter,VEGETABLE_FULL_SUN,"Broccoli is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Broccoli, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
cabbage,Cabbage,Brassica oleracea var. capitata,,edible_starter,VEGETABLE_FULL_SUN,"Cabbage is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cabbage, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
bok-choy,Bok Choy,Brassica rapa subsp. chinensis,,edible_starter,HERB_MOIST,"Bok Choy is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bok Choy, edible starter, Leafy culinary herb, plant care, rooted plant, local pickup"
culinary-ginger,Culinary Ginger,Zingiber officinale,Ginger,edible_starter,HERB_MOIST,"Culinary Ginger is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Culinary Ginger, edible starter, Leafy culinary herb, plant care, rooted plant, local pickup"
turmeric,Turmeric,Curcuma longa,,edible_starter,HERB_MOIST,"Turmeric is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Turmeric, edible starter, Leafy culinary herb, plant care, rooted plant, local pickup"
marigold,Marigold,Tagetes patula,,outdoor_annual,OUTDOOR_ANNUAL,"Marigold is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Marigold, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
petunia,Petunia,Petunia x atkinsiana,,outdoor_annual,OUTDOOR_ANNUAL,"Petunia is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Petunia, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
pansy,Pansy,Viola x wittrockiana,,outdoor_annual,OUTDOOR_ANNUAL,"Pansy is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Pansy, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
impatiens,Impatiens,Impatiens walleriana,,outdoor_annual,OUTDOOR_ANNUAL,"Impatiens is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Impatiens, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
geranium,Geranium,Pelargonium x hortorum,,outdoor_annual,OUTDOOR_ANNUAL,"Geranium is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Geranium, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
zinnia,Zinnia,Zinnia elegans,,outdoor_annual,OUTDOOR_ANNUAL,"Zinnia is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Zinnia, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
sunflower,Sunflower,Helianthus annuus,,outdoor_annual,OUTDOOR_ANNUAL,"Sunflower is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Sunflower, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
snapdragon,Snapdragon,Antirrhinum majus,,outdoor_annual,OUTDOOR_ANNUAL,"Snapdragon is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Snapdragon, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
coleus,Coleus,Coleus scutellarioides,,outdoor_annual,OUTDOOR_ANNUAL,"Coleus is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Coleus, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
caladium,Caladium,Caladium bicolor,,outdoor_tropical,ALOCASIA,"Caladium is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Caladium, outdoor tropical, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
new-guinea-impatiens,New Guinea Impatiens,Impatiens hawkeri,,outdoor_annual,OUTDOOR_ANNUAL,"New Guinea Impatiens is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"New Guinea Impatiens, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
verbena,Verbena,Verbena x hybrida,,outdoor_annual,OUTDOOR_ANNUAL,"Verbena is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Verbena, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
lantana,Lantana,Lantana camara,,outdoor_shrub,SHRUB_FLOWERING,"Lantana is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lantana, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
salvia,Salvia,Salvia splendens,,outdoor_annual,OUTDOOR_ANNUAL,"Salvia is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Salvia, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
coneflower,Coneflower,Echinacea purpurea,Echinacea,outdoor_perennial,OUTDOOR_PERENNIAL,"Coneflower is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Coneflower, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
black-eyed-susan,Black-Eyed Susan,Rudbeckia hirta,,outdoor_perennial,OUTDOOR_PERENNIAL,"Black-Eyed Susan is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Black-Eyed Susan, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
hosta,Hosta,Hosta spp.,,outdoor_perennial,OUTDOOR_PERENNIAL,"Hosta is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hosta, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
hydrangea,Hydrangea,Hydrangea macrophylla,,outdoor_shrub,SHRUB_FLOWERING,"Hydrangea is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hydrangea, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
azalea,Azalea,Rhododendron spp.,,outdoor_shrub,SHRUB_FLOWERING,"Azalea is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Azalea, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
gardenia,Gardenia,Gardenia jasminoides,,outdoor_shrub,SHRUB_FLOWERING,"Gardenia is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Gardenia, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
camellia,Camellia,Camellia japonica,,outdoor_shrub,SHRUB_FLOWERING,"Camellia is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Camellia, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
tropical-hibiscus,Tropical Hibiscus,Hibiscus rosa-sinensis,,outdoor_shrub,SHRUB_FLOWERING,"Tropical Hibiscus is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Tropical Hibiscus, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
rose,Rose,Rosa spp.,,outdoor_shrub,SHRUB_FLOWERING,"Rose is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rose, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
bougainvillea,Bougainvillea,Bougainvillea spp.,,outdoor_shrub,SHRUB_FLOWERING,"Bougainvillea is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bougainvillea, outdoor shrub, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
milkweed,Milkweed,Asclepias spp.,,outdoor_perennial,OUTDOOR_PERENNIAL,"Milkweed is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Milkweed, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
dogwood,Dogwood,Cornus florida,,outdoor_tree,SHRUB_FLOWERING,"Dogwood is a shrub or woody ornamental sold for landscape structure, flowers, fruit, or evergreen foliage. Listings should include container size, mature size, and climate suitability.",Usually part sun to full sun; check species and climate. Deep watering while establishing; then species-appropriate irrigation. Outdoor humidity is fine; choose climate-appropriate plants. Soil: Garden soil matched to species pH/drainage needs.,part_sun_to_full_sun,deep_establishment,outdoor_variable,garden_species_specific,Prune/space for airflow and bloom performance.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dogwood, outdoor tree, Flowering shrub / landscape plant, plant care, rooted plant, local pickup"
fuchsia,Fuchsia,Fuchsia x hybrida,,outdoor_annual,OUTDOOR_ANNUAL,"Fuchsia is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Fuchsia, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
dahlia,Dahlia,Dahlia pinnata,,outdoor_perennial,OUTDOOR_PERENNIAL,"Dahlia is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dahlia, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
chrysanthemum,Chrysanthemum,Chrysanthemum morifolium,Mum,outdoor_annual,OUTDOOR_ANNUAL,"Chrysanthemum is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Chrysanthemum, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
gerbera-daisy,Gerbera Daisy,Gerbera jamesonii,,outdoor_annual,OUTDOOR_ANNUAL,"Gerbera Daisy is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Gerbera Daisy, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
alyssum,Alyssum,Lobularia maritima,,outdoor_annual,OUTDOOR_ANNUAL,"Alyssum is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alyssum, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
sweet-pea,Sweet Pea,Lathyrus odoratus,,outdoor_annual,OUTDOOR_ANNUAL,"Sweet Pea is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Sweet Pea, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
nasturtium,Nasturtium,Tropaeolum majus,,outdoor_annual,OUTDOOR_ANNUAL,"Nasturtium is a seasonal flowering annual or foliage plant used for instant color in containers and beds. Listings should mention bloom color, sun needs, and whether it is a multi-pack or single pot.","Full sun to part sun depending on species. Water when the top soil dries; containers may need frequent watering. Outdoor humidity is fine; avoid crowded stagnant plantings. Soil: Fertile, well-draining garden or container mix.",sun_to_part_sun,moderate_consistent,outdoor_variable,rich_well_draining,Spacing and deadheading help reduce disease and prolong bloom.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Nasturtium, outdoor annual, Outdoor flowering annual, plant care, rooted plant, local pickup"
foxglove,Foxglove,Digitalis purpurea,,outdoor_perennial,OUTDOOR_PERENNIAL,"Foxglove is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Foxglove, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
delphinium,Delphinium,Delphinium spp.,,outdoor_perennial,OUTDOOR_PERENNIAL,"Delphinium is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Delphinium, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
coreopsis,Coreopsis,Coreopsis verticillata,,outdoor_perennial,OUTDOOR_PERENNIAL,"Coreopsis is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Coreopsis, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
yarrow,Yarrow,Achillea millefolium,,outdoor_perennial,OUTDOOR_PERENNIAL,"Yarrow is a perennial landscape plant bought for repeat-season value, pollinator appeal, foliage, or flowers. Listings should include sun exposure, mature size, and local hardiness notes.","Match species to full sun, part sun, or shade. Water to establish; many need less once rooted. Outdoor humidity is fine. Soil: Well-draining garden soil amended for the species.",varies_by_species,establish_then_moderate,outdoor_variable,garden_well_draining,Good spacing reduces fungal pressure.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Yarrow, outdoor perennial, Outdoor perennial, plant care, rooted plant, local pickup"
